ID,Nome,Tipo
34771,JANELA COM ESQUADRIA MAXIM-AR - 1 FOLHA:80 x 60:941338:1,IfcOpeningElement
34787,RT_Jan._Correr 2 Folhas:160x60:952549:1,IfcOpeningElement
34802,RT_Jan._Correr 2 Folhas:160x60:952548:1,IfcOpeningElement
34817,Porta de correr - vidro c.perfil 4 folhas:3.20x2.10m:932610:1,IfcOpeningElement
34833,Porta de correr - vidro c.perfil 4 folhas:3.20x2.10m:932566:1,IfcOpeningElement
34848,RT_Jan._Correr 2 Folhas:160x60:952546:1,IfcOpeningElement
34864,RT_Jan._Correr 2 Folhas:140x60:952547:1,IfcOpeningElement
34880,PORTA DE ABRIR - 1 FOLHA:70 x 210:917875:1,IfcOpeningElement
34895,RT_Jan._Correr 2 Folhas:160x60:954174:1,IfcOpeningElement
34911,RT_Jan._Correr 2 Folhas:160x60:954379:1,IfcOpeningElement
34927,PORTA DE ABRIR - 1 FOLHA:60 x 210:868445:1,IfcOpeningElement
34942,PORTA VENEZIANA DE ABRIR - 2 FOLHAS:105 X 2110:872232:1,IfcOpeningElement
34957,PORTA DE ABRIR - 1 FOLHA:70 x 210:873211:1,IfcOpeningElement
34972,PORTA DE ABRIR - 1 FOLHA:80 x 210:873317:1,IfcOpeningElement
34988,PORTA DE ABRIR - 1 FOLHA:80 x 210:873448:1,IfcOpeningElement
35003,PORTA DE ABRIR - 1 FOLHA:60 x 210:873588:1,IfcOpeningElement
35018,PORTA DE ABRIR - 1 FOLHA:70 x 210:873925:1,IfcOpeningElement
35034,Porta de correr - vidro c.perfil 4 folhas:4.8x2.7:881036:1,IfcOpeningElement
35049,Porta de correr dupla envidraçada com revestimento:160 x 210cm:883763:1,IfcOpeningElement
35064,Porta de correr dupla envidraçada com revestimento:160 x 210cm:883963:1,IfcOpeningElement
35079,PORTA DE VIDRO COM ESQUADRIA DE CORRER - 4 FOLHAS:320 x 210:889036:1,IfcOpeningElement
35094,PORTA DE ABRIR - 1 FOLHA:70 x 210:917551:1,IfcOpeningElement
35110,PORTA DE ABRIR - 1 FOLHA:80 x 210:917659:1,IfcOpeningElement
35125,PORTA DE ABRIR - 1 FOLHA:80 x 210:917737:1,IfcOpeningElement
35141,"Porta de correr - vidro c.perfil 4 folhas:5,00x2.10m 2:937269:1",IfcOpeningElement
35156,PORTA DE ABRIR - 1 FOLHA:90 x 210:942321:1,IfcOpeningElement
35172,PORTA DE ABRIR - 1 FOLHA:60 x 210:942481:1,IfcOpeningElement
35188,RT_Jan._Correr 2 Folhas:160x60:946650:1,IfcOpeningElement
35204,RT_Jan._Correr 2 Folhas:140x60:946913:1,IfcOpeningElement
35220,Correr de Vidro 4 Folhas:320 x 210 cm 2:952973:1,IfcOpeningElement
35235,PORTA DE ABRIR - 1 FOLHA:70 x 210:955095:1,IfcOpeningElement
35250,PORTA DE ABRIR - 1 FOLHA:100 x 250:961108:1,IfcOpeningElement
