ID,Nome,Tipo,GlobalId,Descrição,Modelo,Unidade de Medida
17633,Floor:15cm - Concreto vassorado:920574:31,IfcSlab,05DfnvVC4auecy4bZ5eFKB,,Floor:15cm - Concreto vassorado,FLOOR
17634,Floor:15cm - Concreto vassorado:920574:32,IfcSlab,1WMg1UEIai$0hMe9wl7WjI,,Floor:15cm - Concreto vassorado,FLOOR
17635,Floor:15cm - Concreto vassorado:920574:33,IfcSlab,1jdtF0EiA3HOWfZzJeg7yD,,Floor:15cm - Concreto vassorado,FLOOR
18823,Porta de correr - vidro c.perfil 4 folhas:3.20x2.10m:932566,IfcDoor,0mwHAB$PHBaxAlZA6toDOT,,Porta de correr - vidro c.perfil 4 folhas:3.20x2.10m,N/A
19693,Porta de correr - vidro c.perfil 4 folhas:3.20x2.10m:932610,IfcDoor,0mwHAB$PHBaxAlZA6toDV9,,Porta de correr - vidro c.perfil 4 folhas:3.20x2.10m,N/A
20561,"Porta de correr - vidro c.perfil 4 folhas:5,00x2.10m 2:937269",IfcDoor,0mwHAB$PHBaxAlZA6toA7_,,"Porta de correr - vidro c.perfil 4 folhas:5,00x2.10m 2",N/A
20649,JANELA COM ESQUADRIA MAXIM-AR - 1 FOLHA:80 x 60:941179,IfcWindow,1WisvHjVn2cftfbGzWpiIZ,,JANELA COM ESQUADRIA MAXIM-AR - 1 FOLHA:80 x 60,N/A
20737,JANELA COM ESQUADRIA MAXIM-AR - 1 FOLHA:80 x 60:941338,IfcWindow,1WisvHjVn2cftfbGzWpiN2,,JANELA COM ESQUADRIA MAXIM-AR - 1 FOLHA:80 x 60,N/A
20928,Abertura Vão:100 x 210:942179,IfcBuildingElementProxy,1WisvHjVn2cftfbGzWplYx,,Abertura Vão:100 x 210,N/A
21241,PORTA DE ABRIR - 1 FOLHA:90 x 210:942321,IfcDoor,1WisvHjVn2cftfbGzWplWf,,PORTA DE ABRIR - 1 FOLHA:90 x 210,N/A
21548,PORTA DE ABRIR - 1 FOLHA:60 x 210:942481,IfcDoor,1WisvHjVn2cftfbGzWplb9,,PORTA DE ABRIR - 1 FOLHA:60 x 210,N/A
21648,RT_Jan._Correr 2 Folhas:160x60:946650,IfcWindow,1WisvHjVn2cftfbGzWpka2,,RT_Jan._Correr 2 Folhas:160x60,N/A
21730,RT_Jan._Correr 2 Folhas:140x60:946913,IfcWindow,1WisvHjVn2cftfbGzWpkev,,RT_Jan._Correr 2 Folhas:140x60,N/A
21832,Basic Wall:15cm - Pintura Branca / Pintura Branca:950209,IfcWall,1C4IYG_wTFOh1j0jk$ydl2,,Basic Wall:15cm - Pintura Branca / Pintura Branca,N/A
21845,"Curtain Wall:Painel 1,00 x 2.10:950311",IfcCurtainWall,1C4IYG_wTFOh1j0jk$yeGa,,"Curtain Wall:Painel 1,00 x 2.10",N/A
21868,Painel do sistema:Envidraçado:950312,IfcPlate,1C4IYG_wTFOh1j0jk$yeGh,,Painel do sistema:Envidraçado,N/A
21878,Painel do sistema:Envidraçado:950321,IfcPlate,1C4IYG_wTFOh1j0jk$yeGo,,Painel do sistema:Envidraçado,N/A
21888,Painel do sistema:Envidraçado:950324,IfcPlate,1C4IYG_wTFOh1j0jk$yeGt,,Painel do sistema:Envidraçado,N/A
21898,Painel do sistema:Envidraçado:950327,IfcPlate,1C4IYG_wTFOh1j0jk$yeGq,,Painel do sistema:Envidraçado,N/A
21921,Montante retangular:50 x 150mm:950315,IfcMember,1C4IYG_wTFOh1j0jk$yeGe,,Montante retangular:50 x 150mm,N/A
21944,Montante retangular:50 x 150mm:950317,IfcMember,1C4IYG_wTFOh1j0jk$yeGk,,Montante retangular:50 x 150mm,N/A
21967,Montante retangular:50 x 150mm:950318,IfcMember,1C4IYG_wTFOh1j0jk$yeGj,,Montante retangular:50 x 150mm,N/A
21990,Montante retangular:50 x 150mm:950332,IfcMember,1C4IYG_wTFOh1j0jk$yeG$,,Montante retangular:50 x 150mm,N/A
22000,Montante retangular:50 x 150mm:950333,IfcMember,1C4IYG_wTFOh1j0jk$yeG_,,Montante retangular:50 x 150mm,N/A
22023,Montante retangular:50 x 150mm:950334,IfcMember,1C4IYG_wTFOh1j0jk$yeGz,,Montante retangular:50 x 150mm,N/A
22046,Montante retangular:50 x 150mm:950336,IfcMember,1C4IYG_wTFOh1j0jk$yeH3,,Montante retangular:50 x 150mm,N/A
22069,Montante retangular:50 x 150mm:950337,IfcMember,1C4IYG_wTFOh1j0jk$yeH2,,Montante retangular:50 x 150mm,N/A
22079,Montante retangular:50 x 150mm:950338,IfcMember,1C4IYG_wTFOh1j0jk$yeH1,,Montante retangular:50 x 150mm,N/A
22102,Montante retangular:50 x 150mm:950344,IfcMember,1C4IYG_wTFOh1j0jk$yeHB,,Montante retangular:50 x 150mm,N/A
22112,Montante retangular:50 x 150mm:950346,IfcMember,1C4IYG_wTFOh1j0jk$yeH9,,Montante retangular:50 x 150mm,N/A
22122,Montante retangular:50 x 150mm:950348,IfcMember,1C4IYG_wTFOh1j0jk$yeHF,,Montante retangular:50 x 150mm,N/A
22145,Montante retangular:50 x 150mm:950352,IfcMember,1C4IYG_wTFOh1j0jk$yeHJ,,Montante retangular:50 x 150mm,N/A
22350,Basic Wall:15cm - Pintura Branca / Pintura Branca:950802,IfcWallStandardCase,1C4IYG_wTFOh1j0jk$yeOH,,Basic Wall:15cm - Pintura Branca / Pintura Branca,N/A
22367,Basic Wall:15cm - Pintura Branca / Pintura Branca:950802:1,IfcOpeningElement,3KDjO4FS2Ijhsqgl4$_$s1,,Opening,N/A
22392,RT_Jan._Correr 2 Folhas:160x60:951934,IfcWindow,1C4IYG_wTFOh1j0jk$ye9z,,RT_Jan._Correr 2 Folhas:160x60,N/A
22470,RT_Jan._Correr 2 Folhas:160x60:952180,IfcWindow,1C4IYG_wTFOh1j0jk$yeDt,,RT_Jan._Correr 2 Folhas:160x60,N/A
22499,M_Dimension Lumber-Column:200x150:952398,IfcColumn,1C4IYG_wTFOh1j0jk$yenD,,M_Dimension Lumber-Column:200x150,N/A
22519,RT_Jan._Correr 2 Folhas:160x60:952546,IfcWindow,1C4IYG_wTFOh1j0jk$yepX,,RT_Jan._Correr 2 Folhas:160x60,N/A
22533,RT_Jan._Correr 2 Folhas:140x60:952547,IfcWindow,1C4IYG_wTFOh1j0jk$yepW,,RT_Jan._Correr 2 Folhas:140x60,N/A
22611,RT_Jan._Correr 2 Folhas:160x60:952548,IfcWindow,1C4IYG_wTFOh1j0jk$yepd,,RT_Jan._Correr 2 Folhas:160x60,N/A
22692,RT_Jan._Correr 2 Folhas:160x60:952549,IfcWindow,1C4IYG_wTFOh1j0jk$yepc,,RT_Jan._Correr 2 Folhas:160x60,N/A
22717,Basic Wall:15cm - Pintura Branca / Pintura Branca:952764,IfcWallStandardCase,3FZHb8plP4cwueeCA7ak2b,,Basic Wall:15cm - Pintura Branca / Pintura Branca,N/A
23092,Correr de Vidro 4 Folhas:320 x 210 cm 2:952973,IfcDoor,3FZHb8plP4cwueeCA7akEK,,Correr de Vidro 4 Folhas:320 x 210 cm 2,N/A
23111,RT_Jan._Correr 2 Folhas:160x60:954174,IfcWindow,3FZHb8plP4cwueeCA7akOd,,RT_Jan._Correr 2 Folhas:160x60,N/A
23125,RT_Jan._Correr 2 Folhas:160x60:954379,IfcWindow,3FZHb8plP4cwueeCA7alaI,,RT_Jan._Correr 2 Folhas:160x60,N/A
23148,Basic Wall:15cm - Pintura Branca / Pintura Branca:954551,IfcWallStandardCase,3FZHb8plP4cwueeCA7alck,,Basic Wall:15cm - Pintura Branca / Pintura Branca,N/A
23173,Basic Wall:15cm - Pintura Branca / Pintura Branca:954635,IfcWallStandardCase,3FZHb8plP4cwueeCA7alWI,,Basic Wall:15cm - Pintura Branca / Pintura Branca,N/A
23220,Basic Wall:15cm - Pintura Branca / Pintura Branca:954699,IfcWallStandardCase,3FZHb8plP4cwueeCA7alXI,,Basic Wall:15cm - Pintura Branca / Pintura Branca,N/A
23245,Basic Wall:15cm - Pintura Branca / Pintura Branca:954892,IfcWallStandardCase,3FZHb8plP4cwueeCA7aliL,,Basic Wall:15cm - Pintura Branca / Pintura Branca,N/A
23262,PORTA DE ABRIR - 1 FOLHA:70 x 210:955095,IfcDoor,3FZHb8plP4cwueeCA7allE,,PORTA DE ABRIR - 1 FOLHA:70 x 210,N/A
23273,Basic Roof:Telhado Colonial:958820,IfcRoof,0OMbpmBkv3wgpDA2Mf5m6t,,Basic Roof:Telhado Colonial,N/A
23289,Basic Roof:Telhado Colonial:958820,IfcSlab,0OMbpmBkv3wgpDA2Uf5m6t,,Basic Roof:Telhado Colonial,ROOF
23310,Basic Roof:Telhado Colonial:958820,IfcSlab,0OMbpmBkv3wgpDA2Qf5m6t,,Basic Roof:Telhado Colonial,ROOF
23346,Sloped Glazing:Vidraça inclinada:958896,IfcRoof,0OMbpmBkv3wgpDA2Mf5m5Z,,Sloped Glazing:Vidraça inclinada,N/A
23370,Painel do sistema:Vazio:958913,IfcPlate,0OMbpmBkv3wgpDA2Mf5m4I,,Painel do sistema:Vazio,N/A
23382,Painel do sistema:Vazio:958938,IfcPlate,0OMbpmBkv3wgpDA2Mf5m49,,Painel do sistema:Vazio,N/A
23394,Painel do sistema:Vazio:958940,IfcPlate,0OMbpmBkv3wgpDA2Mf5m4F,,Painel do sistema:Vazio,N/A
23406,Painel do sistema:Vazio:958942,IfcPlate,0OMbpmBkv3wgpDA2Mf5m4D,,Painel do sistema:Vazio,N/A
23418,Painel do sistema:Vazio:958944,IfcPlate,0OMbpmBkv3wgpDA2Mf5m4p,,Painel do sistema:Vazio,N/A
23430,Painel do sistema:Vazio:958946,IfcPlate,0OMbpmBkv3wgpDA2Mf5m4n,,Painel do sistema:Vazio,N/A
23442,Painel do sistema:Vazio:958948,IfcPlate,0OMbpmBkv3wgpDA2Mf5m4t,,Painel do sistema:Vazio,N/A
23454,Painel do sistema:Vazio:958950,IfcPlate,0OMbpmBkv3wgpDA2Mf5m4r,,Painel do sistema:Vazio,N/A
23466,Painel do sistema:Vazio:958952,IfcPlate,0OMbpmBkv3wgpDA2Mf5m4x,,Painel do sistema:Vazio,N/A
23478,Painel do sistema:Vazio:958954,IfcPlate,0OMbpmBkv3wgpDA2Mf5m4v,,Painel do sistema:Vazio,N/A
23503,Montante retangular:50 x 150mm telhado axiom:958915,IfcMember,0OMbpmBkv3wgpDA2Mf5m4G,,Montante retangular:50 x 150mm telhado axiom,N/A
23528,Montante retangular:50 x 150mm telhado axiom:958916,IfcMember,0OMbpmBkv3wgpDA2Mf5m4N,,Montante retangular:50 x 150mm telhado axiom,N/A
23560,Montante retangular:50 x 150mm telhado axiom:958959,IfcMember,0OMbpmBkv3wgpDA2Mf5m4y,,Montante retangular:50 x 150mm telhado axiom,N/A
23572,Montante retangular:50 x 150mm telhado axiom:958960,IfcMember,0OMbpmBkv3wgpDA2Mf5m4Z,,Montante retangular:50 x 150mm telhado axiom,N/A
23584,Montante retangular:50 x 150mm telhado axiom:958961,IfcMember,0OMbpmBkv3wgpDA2Mf5m4Y,,Montante retangular:50 x 150mm telhado axiom,N/A
23596,Montante retangular:50 x 150mm telhado axiom:958962,IfcMember,0OMbpmBkv3wgpDA2Mf5m4X,,Montante retangular:50 x 150mm telhado axiom,N/A
23608,Montante retangular:50 x 150mm telhado axiom:958963,IfcMember,0OMbpmBkv3wgpDA2Mf5m4W,,Montante retangular:50 x 150mm telhado axiom,N/A
23620,Montante retangular:50 x 150mm telhado axiom:958964,IfcMember,0OMbpmBkv3wgpDA2Mf5m4d,,Montante retangular:50 x 150mm telhado axiom,N/A
23632,Montante retangular:50 x 150mm telhado axiom:958965,IfcMember,0OMbpmBkv3wgpDA2Mf5m4c,,Montante retangular:50 x 150mm telhado axiom,N/A
23644,Montante retangular:50 x 150mm telhado axiom:958966,IfcMember,0OMbpmBkv3wgpDA2Mf5m4b,,Montante retangular:50 x 150mm telhado axiom,N/A
23656,Montante retangular:50 x 150mm telhado axiom:958967,IfcMember,0OMbpmBkv3wgpDA2Mf5m4a,,Montante retangular:50 x 150mm telhado axiom,N/A
23670,Painel do sistema:Vazio:958912,IfcPlate,0OMbpmBkv3wgpDA2Mf5m4J,,Painel do sistema:Vazio,N/A
23682,Painel do sistema:Vazio:958920,IfcPlate,0OMbpmBkv3wgpDA2Mf5m4R,,Painel do sistema:Vazio,N/A
23694,Painel do sistema:Vazio:958922,IfcPlate,0OMbpmBkv3wgpDA2Mf5m4P,,Painel do sistema:Vazio,N/A
23706,Painel do sistema:Vazio:958924,IfcPlate,0OMbpmBkv3wgpDA2Mf5m4V,,Painel do sistema:Vazio,N/A
23718,Painel do sistema:Vazio:958926,IfcPlate,0OMbpmBkv3wgpDA2Mf5m4T,,Painel do sistema:Vazio,N/A
23730,Painel do sistema:Vazio:958928,IfcPlate,0OMbpmBkv3wgpDA2Mf5m43,,Painel do sistema:Vazio,N/A
23742,Painel do sistema:Vazio:958930,IfcPlate,0OMbpmBkv3wgpDA2Mf5m41,,Painel do sistema:Vazio,N/A
23754,Painel do sistema:Vazio:958932,IfcPlate,0OMbpmBkv3wgpDA2Mf5m47,,Painel do sistema:Vazio,N/A
23766,Painel do sistema:Vazio:958934,IfcPlate,0OMbpmBkv3wgpDA2Mf5m45,,Painel do sistema:Vazio,N/A
23778,Painel do sistema:Vazio:958936,IfcPlate,0OMbpmBkv3wgpDA2Mf5m4B,,Painel do sistema:Vazio,N/A
23790,Montante retangular:50 x 150mm telhado axiom:958917,IfcMember,0OMbpmBkv3wgpDA2Mf5m4M,,Montante retangular:50 x 150mm telhado axiom,N/A
23802,Montante retangular:50 x 150mm telhado axiom:958918,IfcMember,0OMbpmBkv3wgpDA2Mf5m4L,,Montante retangular:50 x 150mm telhado axiom,N/A
23814,Montante retangular:50 x 150mm telhado axiom:958968,IfcMember,0OMbpmBkv3wgpDA2Mf5m4h,,Montante retangular:50 x 150mm telhado axiom,N/A
23826,Montante retangular:50 x 150mm telhado axiom:958969,IfcMember,0OMbpmBkv3wgpDA2Mf5m4g,,Montante retangular:50 x 150mm telhado axiom,N/A
23838,Montante retangular:50 x 150mm telhado axiom:958970,IfcMember,0OMbpmBkv3wgpDA2Mf5m4f,,Montante retangular:50 x 150mm telhado axiom,N/A
23850,Montante retangular:50 x 150mm telhado axiom:958971,IfcMember,0OMbpmBkv3wgpDA2Mf5m4e,,Montante retangular:50 x 150mm telhado axiom,N/A
23862,Montante retangular:50 x 150mm telhado axiom:958972,IfcMember,0OMbpmBkv3wgpDA2Mf5m4l,,Montante retangular:50 x 150mm telhado axiom,N/A
23874,Montante retangular:50 x 150mm telhado axiom:958973,IfcMember,0OMbpmBkv3wgpDA2Mf5m4k,,Montante retangular:50 x 150mm telhado axiom,N/A
23886,Montante retangular:50 x 150mm telhado axiom:958974,IfcMember,0OMbpmBkv3wgpDA2Mf5m4j,,Montante retangular:50 x 150mm telhado axiom,N/A
23898,Montante retangular:50 x 150mm telhado axiom:958975,IfcMember,0OMbpmBkv3wgpDA2Mf5m4i,,Montante retangular:50 x 150mm telhado axiom,N/A
23910,Montante retangular:50 x 150mm telhado axiom:958976,IfcMember,0OMbpmBkv3wgpDA2Mf5mBJ,,Montante retangular:50 x 150mm telhado axiom,N/A
24447,Fascia:Frontão:958989,IfcBuildingElementProxy,0OMbpmBkv3wgpDA2Mf5mBU,,Fascia:Frontão,N/A
24462,Basic Roof:Telhado Colonial:959243,IfcRoof,0OMbpmBkv3wgpDA2Mf5mFO,,Basic Roof:Telhado Colonial,N/A
24478,Basic Roof:Telhado Colonial:959243,IfcSlab,0OMbpmBkv3wgpDA2Uf5mFO,,Basic Roof:Telhado Colonial,ROOF
24494,Basic Roof:Telhado Colonial:959243,IfcSlab,0OMbpmBkv3wgpDA2Qf5mFO,,Basic Roof:Telhado Colonial,ROOF
24530,Sloped Glazing:Vidraça inclinada:959255,IfcRoof,0OMbpmBkv3wgpDA2Mf5mF4,,Sloped Glazing:Vidraça inclinada,N/A
24556,Painel do sistema:Vazio:959269,IfcPlate,0OMbpmBkv3wgpDA2Mf5mFs,,Painel do sistema:Vazio,N/A
24568,Painel do sistema:Vazio:959277,IfcPlate,0OMbpmBkv3wgpDA2Mf5mF_,,Painel do sistema:Vazio,N/A
24580,Painel do sistema:Vazio:959279,IfcPlate,0OMbpmBkv3wgpDA2Mf5mFy,,Painel do sistema:Vazio,N/A
24592,Painel do sistema:Vazio:959281,IfcPlate,0OMbpmBkv3wgpDA2Mf5mFY,,Painel do sistema:Vazio,N/A
24604,Painel do sistema:Vazio:959283,IfcPlate,0OMbpmBkv3wgpDA2Mf5mFW,,Painel do sistema:Vazio,N/A
24616,Painel do sistema:Vazio:959285,IfcPlate,0OMbpmBkv3wgpDA2Mf5mFc,,Painel do sistema:Vazio,N/A
24628,Painel do sistema:Vazio:959287,IfcPlate,0OMbpmBkv3wgpDA2Mf5mFa,,Painel do sistema:Vazio,N/A
24640,Painel do sistema:Vazio:959289,IfcPlate,0OMbpmBkv3wgpDA2Mf5mFg,,Painel do sistema:Vazio,N/A
24652,Painel do sistema:Vazio:959291,IfcPlate,0OMbpmBkv3wgpDA2Mf5mFe,,Painel do sistema:Vazio,N/A
24664,Painel do sistema:Vazio:959293,IfcPlate,0OMbpmBkv3wgpDA2Mf5mFk,,Painel do sistema:Vazio,N/A
24676,Painel do sistema:Vazio:959295,IfcPlate,0OMbpmBkv3wgpDA2Mf5mFi,,Painel do sistema:Vazio,N/A
24688,Painel do sistema:Vazio:959297,IfcPlate,0OMbpmBkv3wgpDA2Mf5mEI,,Painel do sistema:Vazio,N/A
24700,Painel do sistema:Vazio:959299,IfcPlate,0OMbpmBkv3wgpDA2Mf5mEG,,Painel do sistema:Vazio,N/A
24712,Painel do sistema:Vazio:959301,IfcPlate,0OMbpmBkv3wgpDA2Mf5mEM,,Painel do sistema:Vazio,N/A
24724,Painel do sistema:Vazio:959303,IfcPlate,0OMbpmBkv3wgpDA2Mf5mEK,,Painel do sistema:Vazio,N/A
24736,Painel do sistema:Vazio:959305,IfcPlate,0OMbpmBkv3wgpDA2Mf5mEQ,,Painel do sistema:Vazio,N/A
24761,Montante retangular:50 x 150mm telhado axiom:959274,IfcMember,0OMbpmBkv3wgpDA2Mf5mFv,,Montante retangular:50 x 150mm telhado axiom,N/A
24786,Montante retangular:50 x 150mm telhado axiom:959275,IfcMember,0OMbpmBkv3wgpDA2Mf5mFu,,Montante retangular:50 x 150mm telhado axiom,N/A
24818,Montante retangular:50 x 150mm telhado axiom:959355,IfcMember,0OMbpmBkv3wgpDA2Mf5mEe,,Montante retangular:50 x 150mm telhado axiom,N/A
24830,Montante retangular:50 x 150mm telhado axiom:959356,IfcMember,0OMbpmBkv3wgpDA2Mf5mEl,,Montante retangular:50 x 150mm telhado axiom,N/A
24842,Montante retangular:50 x 150mm telhado axiom:959357,IfcMember,0OMbpmBkv3wgpDA2Mf5mEk,,Montante retangular:50 x 150mm telhado axiom,N/A
24854,Montante retangular:50 x 150mm telhado axiom:959358,IfcMember,0OMbpmBkv3wgpDA2Mf5mEj,,Montante retangular:50 x 150mm telhado axiom,N/A
24866,Montante retangular:50 x 150mm telhado axiom:959359,IfcMember,0OMbpmBkv3wgpDA2Mf5mEi,,Montante retangular:50 x 150mm telhado axiom,N/A
24878,Montante retangular:50 x 150mm telhado axiom:959360,IfcMember,0OMbpmBkv3wgpDA2Mf5mDJ,,Montante retangular:50 x 150mm telhado axiom,N/A
24890,Montante retangular:50 x 150mm telhado axiom:959361,IfcMember,0OMbpmBkv3wgpDA2Mf5mDI,,Montante retangular:50 x 150mm telhado axiom,N/A
24902,Montante retangular:50 x 150mm telhado axiom:959362,IfcMember,0OMbpmBkv3wgpDA2Mf5mDH,,Montante retangular:50 x 150mm telhado axiom,N/A
24914,Montante retangular:50 x 150mm telhado axiom:959363,IfcMember,0OMbpmBkv3wgpDA2Mf5mDG,,Montante retangular:50 x 150mm telhado axiom,N/A
24926,Montante retangular:50 x 150mm telhado axiom:959364,IfcMember,0OMbpmBkv3wgpDA2Mf5mDN,,Montante retangular:50 x 150mm telhado axiom,N/A
24938,Montante retangular:50 x 150mm telhado axiom:959365,IfcMember,0OMbpmBkv3wgpDA2Mf5mDM,,Montante retangular:50 x 150mm telhado axiom,N/A
24950,Montante retangular:50 x 150mm telhado axiom:959366,IfcMember,0OMbpmBkv3wgpDA2Mf5mDL,,Montante retangular:50 x 150mm telhado axiom,N/A
24962,Montante retangular:50 x 150mm telhado axiom:959367,IfcMember,0OMbpmBkv3wgpDA2Mf5mDK,,Montante retangular:50 x 150mm telhado axiom,N/A
24974,Montante retangular:50 x 150mm telhado axiom:959368,IfcMember,0OMbpmBkv3wgpDA2Mf5mDR,,Montante retangular:50 x 150mm telhado axiom,N/A
24986,Montante retangular:50 x 150mm telhado axiom:959369,IfcMember,0OMbpmBkv3wgpDA2Mf5mDQ,,Montante retangular:50 x 150mm telhado axiom,N/A
25004,Painel do sistema:Vazio:959270,IfcPlate,0OMbpmBkv3wgpDA2Mf5mFr,,Painel do sistema:Vazio,N/A
25016,Painel do sistema:Vazio:959307,IfcPlate,0OMbpmBkv3wgpDA2Mf5mEO,,Painel do sistema:Vazio,N/A
25028,Painel do sistema:Vazio:959309,IfcPlate,0OMbpmBkv3wgpDA2Mf5mEU,,Painel do sistema:Vazio,N/A
25040,Painel do sistema:Vazio:959311,IfcPlate,0OMbpmBkv3wgpDA2Mf5mES,,Painel do sistema:Vazio,N/A
25052,Painel do sistema:Vazio:959313,IfcPlate,0OMbpmBkv3wgpDA2Mf5mE2,,Painel do sistema:Vazio,N/A
25064,Painel do sistema:Vazio:959315,IfcPlate,0OMbpmBkv3wgpDA2Mf5mE0,,Painel do sistema:Vazio,N/A
25076,Painel do sistema:Vazio:959317,IfcPlate,0OMbpmBkv3wgpDA2Mf5mE6,,Painel do sistema:Vazio,N/A
25088,Painel do sistema:Vazio:959319,IfcPlate,0OMbpmBkv3wgpDA2Mf5mE4,,Painel do sistema:Vazio,N/A
25100,Painel do sistema:Vazio:959321,IfcPlate,0OMbpmBkv3wgpDA2Mf5mEA,,Painel do sistema:Vazio,N/A
25112,Painel do sistema:Vazio:959323,IfcPlate,0OMbpmBkv3wgpDA2Mf5mE8,,Painel do sistema:Vazio,N/A
25124,Painel do sistema:Vazio:959325,IfcPlate,0OMbpmBkv3wgpDA2Mf5mEE,,Painel do sistema:Vazio,N/A
25136,Painel do sistema:Vazio:959327,IfcPlate,0OMbpmBkv3wgpDA2Mf5mEC,,Painel do sistema:Vazio,N/A
25148,Painel do sistema:Vazio:959329,IfcPlate,0OMbpmBkv3wgpDA2Mf5mEo,,Painel do sistema:Vazio,N/A
25160,Painel do sistema:Vazio:959331,IfcPlate,0OMbpmBkv3wgpDA2Mf5mEm,,Painel do sistema:Vazio,N/A
25172,Painel do sistema:Vazio:959333,IfcPlate,0OMbpmBkv3wgpDA2Mf5mEs,,Painel do sistema:Vazio,N/A
25184,Painel do sistema:Vazio:959335,IfcPlate,0OMbpmBkv3wgpDA2Mf5mEq,,Painel do sistema:Vazio,N/A
25196,Montante retangular:50 x 150mm telhado axiom:959272,IfcMember,0OMbpmBkv3wgpDA2Mf5mFx,,Montante retangular:50 x 150mm telhado axiom,N/A
25208,Montante retangular:50 x 150mm telhado axiom:959273,IfcMember,0OMbpmBkv3wgpDA2Mf5mFw,,Montante retangular:50 x 150mm telhado axiom,N/A
25220,Montante retangular:50 x 150mm telhado axiom:959340,IfcMember,0OMbpmBkv3wgpDA2Mf5mE$,,Montante retangular:50 x 150mm telhado axiom,N/A
25232,Montante retangular:50 x 150mm telhado axiom:959341,IfcMember,0OMbpmBkv3wgpDA2Mf5mE_,,Montante retangular:50 x 150mm telhado axiom,N/A
25244,Montante retangular:50 x 150mm telhado axiom:959342,IfcMember,0OMbpmBkv3wgpDA2Mf5mEz,,Montante retangular:50 x 150mm telhado axiom,N/A
25256,Montante retangular:50 x 150mm telhado axiom:959343,IfcMember,0OMbpmBkv3wgpDA2Mf5mEy,,Montante retangular:50 x 150mm telhado axiom,N/A
25268,Montante retangular:50 x 150mm telhado axiom:959344,IfcMember,0OMbpmBkv3wgpDA2Mf5mEZ,,Montante retangular:50 x 150mm telhado axiom,N/A
25280,Montante retangular:50 x 150mm telhado axiom:959345,IfcMember,0OMbpmBkv3wgpDA2Mf5mEY,,Montante retangular:50 x 150mm telhado axiom,N/A
25292,Montante retangular:50 x 150mm telhado axiom:959346,IfcMember,0OMbpmBkv3wgpDA2Mf5mEX,,Montante retangular:50 x 150mm telhado axiom,N/A
25304,Montante retangular:50 x 150mm telhado axiom:959347,IfcMember,0OMbpmBkv3wgpDA2Mf5mEW,,Montante retangular:50 x 150mm telhado axiom,N/A
25316,Montante retangular:50 x 150mm telhado axiom:959348,IfcMember,0OMbpmBkv3wgpDA2Mf5mEd,,Montante retangular:50 x 150mm telhado axiom,N/A
25328,Montante retangular:50 x 150mm telhado axiom:959349,IfcMember,0OMbpmBkv3wgpDA2Mf5mEc,,Montante retangular:50 x 150mm telhado axiom,N/A
25340,Montante retangular:50 x 150mm telhado axiom:959350,IfcMember,0OMbpmBkv3wgpDA2Mf5mEb,,Montante retangular:50 x 150mm telhado axiom,N/A
25352,Montante retangular:50 x 150mm telhado axiom:959351,IfcMember,0OMbpmBkv3wgpDA2Mf5mEa,,Montante retangular:50 x 150mm telhado axiom,N/A
25364,Montante retangular:50 x 150mm telhado axiom:959352,IfcMember,0OMbpmBkv3wgpDA2Mf5mEh,,Montante retangular:50 x 150mm telhado axiom,N/A
25376,Montante retangular:50 x 150mm telhado axiom:959353,IfcMember,0OMbpmBkv3wgpDA2Mf5mEg,,Montante retangular:50 x 150mm telhado axiom,N/A
25388,Montante retangular:50 x 150mm telhado axiom:959354,IfcMember,0OMbpmBkv3wgpDA2Mf5mEf,,Montante retangular:50 x 150mm telhado axiom,N/A
26069,Fascia:Frontão:959386,IfcBuildingElementProxy,0OMbpmBkv3wgpDA2Mf5mD9,,Fascia:Frontão,N/A
26219,Fascia:Frontão:959389,IfcBuildingElementProxy,0OMbpmBkv3wgpDA2Mf5mDE,,Fascia:Frontão,N/A
26230,Basic Roof:Telhado Colonial:960425,IfcRoof,0OMbpmBkv3wgpDA2Mf5mTw,,Basic Roof:Telhado Colonial,N/A
26246,Basic Roof:Telhado Colonial:960425,IfcSlab,0OMbpmBkv3wgpDA2Uf5mTw,,Basic Roof:Telhado Colonial,ROOF
26267,Basic Roof:Telhado Colonial:960425,IfcSlab,0OMbpmBkv3wgpDA2Qf5mTw,,Basic Roof:Telhado Colonial,ROOF
26303,Sloped Glazing:Vidraça inclinada:960513,IfcRoof,0OMbpmBkv3wgpDA2Mf5mZI,,Sloped Glazing:Vidraça inclinada,N/A
26315,Painel do sistema:Vazio:960537,IfcPlate,0OMbpmBkv3wgpDA2Mf5mZA,,Painel do sistema:Vazio,N/A
26327,Painel do sistema:Vazio:960547,IfcPlate,0OMbpmBkv3wgpDA2Mf5mZm,,Painel do sistema:Vazio,N/A
26339,Painel do sistema:Vazio:960549,IfcPlate,0OMbpmBkv3wgpDA2Mf5mZs,,Painel do sistema:Vazio,N/A
26351,Painel do sistema:Vazio:960551,IfcPlate,0OMbpmBkv3wgpDA2Mf5mZq,,Painel do sistema:Vazio,N/A
26363,Painel do sistema:Vazio:960553,IfcPlate,0OMbpmBkv3wgpDA2Mf5mZw,,Painel do sistema:Vazio,N/A
26375,Painel do sistema:Vazio:960555,IfcPlate,0OMbpmBkv3wgpDA2Mf5mZu,,Painel do sistema:Vazio,N/A
26387,Painel do sistema:Vazio:960557,IfcPlate,0OMbpmBkv3wgpDA2Mf5mZ_,,Painel do sistema:Vazio,N/A
